Query	Chromosome	Start	End	Score
OD565678.1	JAILWY010000018.1	8492809	8492875	75.0
OD565678.1	JAILWY010000005.1	10675944	10675987	71.3
OD565678.1	JAILWY010000029.1	2488850	2488891	67.6
OD565678.1	JAILWY010000008.1	7152073	7152106	58.4
OD565678.1	JAILWY010000028.1	308924	308957	56.5
OD565678.1	JAILWY010000016.1	2234329	2234360	54.7
OD565678.1	JAILWY010000013.1	9690688	9690716	54.7
OD565678.1	JAILWY010000009.1	1957379	1957410	54.7
OB800096.1	JAILWY010000010.1	8789877	8789904	52.8
OC317887.1	JAILWY010000023.1	72380	72453	132.0
OC317887.1	JAILWY010000016.1	3716182	3743090	132.0
OC317887.1	JAILWY010000016.1	3740955	3750757	130.0
OC317887.1	JAILWY010000016.1	3402508	8707567	128.0
OC317887.1	JAILWY010000016.1	4282022	4282105	124.0
OC317887.1	JAILWY010000014.1	10701422	10701494	130.0
OC317887.1	JAILWY010000021.1	7434651	7434722	128.0
OC317887.1	JAILWY010000012.1	11043231	11043302	128.0
OC317887.1	JAILWY010000005.1	9261165	9261236	128.0
OC317887.1	JAILWY010000003.1	8935608	8950397	128.0
OC317887.1	JAILWY010000009.1	13116473	13116555	111.0
OC317887.1	JAILWY010000018.1	16531608	16531672	82.4
OC317887.1	JAILWY010000001.1	1572181	1572210	56.5
OC317444.1	JAILWY010000014.1	3958918	3958956	62.1
OC317432.1	JAILWY010000011.1	8130883	8131117	113.0
OC317632.1	JAILWY010000016.1	11907479	11907641	152.0
OC316947.1	JAILWY010000025.1	2093952	2094106	126.0
OC316608.1	JAILWY010000006.1	11681068	11681343	139.0
OC316608.1	JAILWY010000006.1	11634607	11634683	87.9
OC316608.1	JAILWY010000006.1	8598151	8598187	56.5
OC316608.1	JAILWY010000016.1	2195755	2195794	63.9
OC316608.1	JAILWY010000012.1	18508012	18508044	56.5
OC316608.1	JAILWY010000012.1	18507972	18508000	54.7
OC316608.1	JAILWY010000003.1	12047261	12047294	56.5
OC316608.1	JAILWY010000018.1	21970714	21970742	54.7
OC316608.1	JAILWY010000013.1	17065108	17065136	54.7
OC316608.1	JAILWY010000010.1	10649814	10649842	54.7
OC316535.1	JAILWY010000016.1	8496620	8496712	141.0
OC316535.1	JAILWY010000016.1	813464	813544	134.0
OC316535.1	JAILWY010000016.1	3740956	3752453	122.0
OC316535.1	JAILWY010000016.1	3751099	3751181	121.0
OC316535.1	JAILWY010000016.1	3765465	3765551	117.0
OC316535.1	JAILWY010000016.1	3743003	3746184	115.0
OC316535.1	JAILWY010000016.1	3750865	3750950	113.0
OC316535.1	JAILWY010000016.1	3742793	3752220	111.0
OC316535.1	JAILWY010000016.1	8707492	8707586	110.0
OC316535.1	JAILWY010000016.1	4282023	4282112	102.0
OC316535.1	JAILWY010000016.1	3402508	3764552	100.0
OC316535.1	JAILWY010000010.1	1150506	1150597	139.0
OC316535.1	JAILWY010000004.1	11642699	11642784	139.0
OC316535.1	JAILWY010000021.1	3772930	3773013	137.0
OC316535.1	JAILWY010000021.1	7434637	7434722	102.0
OC316535.1	JAILWY010000009.1	13116473	13116555	137.0
OC316535.1	JAILWY010000018.1	1666680	1688329	135.0
OC316535.1	JAILWY010000018.1	1654125	1654206	130.0
OC316535.1	JAILWY010000014.1	10701423	10701516	108.0
OC316535.1	JAILWY010000003.1	8950316	8950397	108.0
OC316535.1	JAILWY010000003.1	8935608	8949877	104.0
OC316535.1	JAILWY010000023.1	72381	72452	106.0
OC316535.1	JAILWY010000005.1	9261153	9261236	104.0
OC316535.1	JAILWY010000012.1	11043231	11043302	100.0
OC316502.1	JAILWY010000033.1	10082	10128	58.4
OC316502.1	JAILWY010000014.1	8298459	8298489	52.8
OC316502.1	JAILWY010000010.1	6678458	6678485	52.8
OC316502.1	JAILWY010000007.1	441856	441883	52.8
OC316502.1	JAILWY010000003.1	11142842	11142872	52.8
OC316491.1	JAILWY010000023.1	3116725	3116865	161.0
OC316491.1	JAILWY010000023.1	16503774	16503860	134.0
OC316491.1	JAILWY010000009.1	3654164	3669734	154.0
OC316491.1	JAILWY010000009.1	4179197	4179285	147.0
OC316491.1	JAILWY010000009.1	13095419	13095512	145.0
OC316491.1	JAILWY010000024.1	577370	1497141	152.0
OC316491.1	JAILWY010000024.1	3581798	3581880	124.0
OC316491.1	JAILWY010000016.1	2593836	2593926	148.0
OC316491.1	JAILWY010000016.1	2254172	2555915	141.0
OC316491.1	JAILWY010000016.1	2228481	2228560	132.0
OC316491.1	JAILWY010000021.1	3772363	3772456	145.0
OC316491.1	JAILWY010000018.1	2451710	2451805	145.0
OC316491.1	JAILWY010000018.1	8259120	8259200	139.0
OC316491.1	JAILWY010000018.1	21198112	21198191	137.0
OC316491.1	JAILWY010000026.1	2664460	15993472	143.0
OC316491.1	JAILWY010000026.1	2651117	2651199	137.0
OC316491.1	JAILWY010000026.1	6075389	6075476	119.0
OC316491.1	JAILWY010000007.1	8857058	8857172	143.0
OC316491.1	JAILWY010000007.1	5593031	5593116	137.0
OC316491.1	JAILWY010000007.1	1184278	5593116	135.0
OC316491.1	JAILWY010000007.1	1170123	1170217	132.0
OC316491.1	JAILWY010000007.1	1170131	5593125	126.0
OC316491.1	JAILWY010000007.1	1184285	1184366	124.0
OC316491.1	JAILWY010000007.1	5595749	5595820	122.0
OC316491.1	JAILWY010000007.1	1184278	1184364	121.0
OC316491.1	JAILWY010000007.1	4406760	4406790	52.8
OC316491.1	JAILWY010000014.1	11273305	11273393	141.0
OC316491.1	JAILWY010000014.1	7394861	7394941	139.0
OC316491.1	JAILWY010000014.1	7394861	7394941	134.0
OC316491.1	JAILWY010000014.1	7394851	7394933	121.0
OC316491.1	JAILWY010000015.1	4016359	4016439	139.0
OC316491.1	JAILWY010000015.1	4087303	4087385	137.0
OC316491.1	JAILWY010000015.1	4096055	4096139	135.0
OC316491.1	JAILWY010000015.1	4016359	4096139	134.0
OC316491.1	JAILWY010000015.1	4087304	4087385	130.0
OC316491.1	JAILWY010000015.1	4087298	4087383	126.0
OC316491.1	JAILWY010000015.1	4096054	4096145	124.0
OC316491.1	JAILWY010000015.1	4016367	4016437	121.0
OC316491.1	JAILWY010000008.1	1265292	1265371	137.0
OC316491.1	JAILWY010000003.1	9000259	9000362	135.0
OC316491.1	JAILWY010000003.1	9000261	9000337	132.0
OC316491.1	JAILWY010000003.1	9000258	9000334	121.0
OC316491.1	JAILWY010000006.1	5624719	5624808	134.0
OC316491.1	JAILWY010000006.1	4406366	5624789	130.0
OC316491.1	JAILWY010000006.1	4406356	5624796	126.0
OC316491.1	JAILWY010000006.1	4406368	4406446	124.0
OC316491.1	JAILWY010000002.1	6657034	6657125	134.0
OC316491.1	JAILWY010000002.1	2415454	2415533	132.0
OC316490.1	JAILWY010000018.1	1666684	1666773	117.0
OC316490.1	JAILWY010000018.1	1654129	1688322	111.0
OC316490.1	JAILWY010000016.1	813467	8496706	113.0
OC316490.1	JAILWY010000010.1	1150493	1150591	111.0
OC316490.1	JAILWY010000021.1	3772938	3773005	110.0
OC316490.1	JAILWY010000004.1	11642703	11642773	110.0
OC316490.1	JAILWY010000023.1	2341214	2341294	91.6
OC316490.1	JAILWY010000024.1	2275486	2275519	56.5
OC316490.1	JAILWY010000003.1	12454624	12454651	52.8
OB794442.1	JAILWY010000013.1	16170575	16170602	52.8
OB793595.1	JAILWY010000003.1	8950308	8950401	150.0
OB793595.1	JAILWY010000003.1	8935604	8949858	134.0
OB793595.1	JAILWY010000016.1	3746102	3746183	147.0
OB793595.1	JAILWY010000016.1	3716174	3716274	139.0
OB793595.1	JAILWY010000016.1	3742790	3764553	137.0
OB793595.1	JAILWY010000016.1	3750872	3765552	135.0
OB793595.1	JAILWY010000016.1	3402507	3752222	134.0
OB793595.1	JAILWY010000016.1	3743926	3744008	132.0
OB793595.1	JAILWY010000016.1	3743010	8707567	130.0
OB793595.1	JAILWY010000016.1	3740956	4282100	128.0
OB793595.1	JAILWY010000005.1	9261157	9261237	137.0
OB793595.1	JAILWY010000012.1	11043230	11043305	135.0
OB793595.1	JAILWY010000021.1	7434642	7434723	134.0
OB793595.1	JAILWY010000014.1	10701423	10701497	134.0
OB793595.1	JAILWY010000023.1	72381	72452	128.0
OB793595.1	JAILWY010000009.1	13116471	13116553	115.0
OB793186.1	JAILWY010000026.1	17034882	17035606	420.0
OB793186.1	JAILWY010000027.1	4152205	4152316	91.6
OB793186.1	JAILWY010000028.1	476359	476460	78.7
OB793186.1	JAILWY010000005.1	14310375	14310406	54.7
OB792867.1	JAILWY010000019.1	1352556	1352611	65.8
OB792867.1	JAILWY010000026.1	1700534	1700571	60.2
OB792867.1	JAILWY010000022.1	446933	446991	60.2
OB792867.1	JAILWY010000006.1	10377741	10377781	60.2
OB792867.1	JAILWY010000024.1	3703059	3703100	56.5
OB792867.1	JAILWY010000014.1	12456508	12456536	54.7
OB792867.1	JAILWY010000009.1	2543354	2543382	54.7
OB792855.1	JAILWY010000027.1	6130638	6130665	52.8
OB792855.1	JAILWY010000025.1	2557828	2557855	52.8
OB792751.1	JAILWY010000014.1	3958918	3958955	60.2
OB792751.1	JAILWY010000004.1	5001349	5001377	54.7
OB792751.1	JAILWY010000004.1	5960834	5960865	52.8
OB792751.1	JAILWY010000015.1	669694	669721	52.8
OB792666.1	JAILWY010000073.1	8723	21515	230.0
OB792666.1	JAILWY010000071.1	8439	33800	230.0
OB792666.1	JAILWY010000070.1	7214	19998	230.0
OB792666.1	JAILWY010000069.1	5949	18745	230.0
OB792666.1	JAILWY010000065.1	5443	18237	230.0
OB792666.1	JAILWY010000064.1	6609	19400	230.0
OB792666.1	JAILWY010000063.1	2024	27397	230.0
OB792666.1	JAILWY010000063.1	39760	39979	226.0
OB792666.1	JAILWY010000059.1	3181	15965	230.0
OB792666.1	JAILWY010000056.1	12275	33999	230.0
OB792666.1	JAILWY010000056.1	13358	13493	172.0
OB792666.1	JAILWY010000055.1	8212	21007	230.0
OB792666.1	JAILWY010000051.1	1802	31397	230.0
OB792666.1	JAILWY010000048.1	1404	55839	230.0
OB792666.1	JAILWY010000047.1	4118	45221	230.0
OB792666.1	JAILWY010000041.1	9659	22455	230.0
OB792666.1	JAILWY010000039.1	2070	27440	230.0
OB792666.1	JAILWY010000038.1	6625	61681	230.0
OB792666.1	JAILWY010000036.1	1909	52740	230.0
OB792666.1	JAILWY010000035.1	2417	41350	230.0
OB792666.1	JAILWY010000035.1	14989	27778	224.0
OB792666.1	JAILWY010000035.1	40132	40267	172.0
OB792666.1	JAILWY010000008.1	9845535	9857694	230.0
OB792666.1	JAILWY010000005.1	73272	73724	187.0
OB792666.1	JAILWY010000005.1	73272	73724	182.0
OB792666.1	JAILWY010000005.1	10653911	10653938	52.8
OB792666.1	JAILWY010000023.1	2853517	2853651	139.0
OB792666.1	JAILWY010000007.1	563180	563255	113.0
OB792666.1	JAILWY010000028.1	476359	476473	80.5
OB792666.1	JAILWY010000028.1	476359	476473	75.0
OB792651.1	JAILWY010000028.1	809973	810237	163.0
OB792651.1	JAILWY010000010.1	3803891	3804033	148.0
OB792651.1	JAILWY010000002.1	1394110	1394156	76.8
OB792651.1	JAILWY010000006.1	848235	848275	65.8
OB792651.1	JAILWY010000005.1	11213952	11214032	62.1
OB792651.1	JAILWY010000016.1	11872474	11872501	52.8
OE001130.1	JAILWY010000017.1	2497908	2497940	56.5
OE000800.1	JAILWY010000024.1	1478948	1479034	161.0
OE000800.1	JAILWY010000024.1	1497055	1497149	159.0
OE000800.1	JAILWY010000024.1	1493395	1493482	158.0
OE000800.1	JAILWY010000024.1	1490496	1493482	156.0
OE000800.1	JAILWY010000024.1	577365	1490582	154.0
OE000800.1	JAILWY010000024.1	6100636	6100671	56.5
OE000800.1	JAILWY010000009.1	3669649	3669737	154.0
OE000800.1	JAILWY010000009.1	3654164	3669737	152.0
OE000800.1	JAILWY010000009.1	4179204	4179285	147.0
OE000800.1	JAILWY010000027.1	13937190	13937234	60.2
OE000800.1	JAILWY010000018.1	18445438	18445466	54.7
OE000735.1	JAILWY010000008.1	7697853	7697887	54.7
OE000665.1	JAILWY010000026.1	17019165	17019196	52.8
OD564673.1	JAILWY010000007.1	1483999	1484026	52.8
OD564673.1	JAILWY010000003.1	8155526	8155553	52.8
OD564598.1	JAILWY010000026.1	17019165	17019196	52.8
OD564507.1	JAILWY010000004.1	11642699	11642785	141.0
OD564507.1	JAILWY010000004.1	4561909	4561936	52.8
OD564507.1	JAILWY010000021.1	3772930	3773013	137.0
OD564507.1	JAILWY010000016.1	8496630	8496712	137.0
OD564507.1	JAILWY010000016.1	813464	813544	134.0
OD564507.1	JAILWY010000018.1	1666680	1688335	135.0
OD564507.1	JAILWY010000018.1	1654125	1654206	130.0
OD564507.1	JAILWY010000010.1	1150503	1150597	135.0
OD564507.1	JAILWY010000012.1	17193745	17193895	124.0
OD564527.1	JAILWY010000008.1	7697853	7697887	54.7
OD564282.1	JAILWY010000023.1	6021722	6021749	52.8
OD564282.1	JAILWY010000012.1	4281272	4281299	52.8
OA882166.1	JAILWY010000009.1	3715229	3715304	91.6
OA882166.1	JAILWY010000027.1	4487575	10634386	89.8
OA882166.1	JAILWY010000025.1	3025570	3025644	89.8
OA882166.1	JAILWY010000018.1	1718044	1718118	89.8
OA882166.1	JAILWY010000003.1	6416595	6416660	89.8
OA882166.1	JAILWY010000014.1	2680630	2680691	87.9
OC002198.1	JAILWY010000020.1	3819968	3819997	56.5
OC002198.1	JAILWY010000021.1	9658163	9658191	54.7
OC002024.1	JAILWY010000018.1	1956706	1956891	198.0
OC001716.1	JAILWY010000024.1	7820015	7820102	87.9
OC001716.1	JAILWY010000024.1	2885476	2885564	78.7
OC001716.1	JAILWY010000007.1	3998777	3998867	76.8
OC001716.1	JAILWY010000007.1	2395415	2395484	71.3
OC001716.1	JAILWY010000020.1	5491350	5491385	56.5
OC001704.1	JAILWY010000019.1	4374376	4374481	108.0
OC000538.1	JAILWY010000008.1	1545161	1545189	54.7
OC000538.1	JAILWY010000013.1	11618735	11618773	52.8
OC000482.1	JAILWY010000023.1	14117811	14117962	69.4
OC000243.1	JAILWY010000015.1	8907739	8907767	54.7
OC000136.1	JAILWY010000023.1	72380	72453	132.0
OC000136.1	JAILWY010000016.1	3716182	3743090	132.0
OC000136.1	JAILWY010000016.1	3740955	3750757	130.0
OC000136.1	JAILWY010000016.1	3402508	8707567	128.0
OC000136.1	JAILWY010000016.1	4282022	4282105	124.0
OC000136.1	JAILWY010000014.1	10701422	10701494	130.0
OC000136.1	JAILWY010000021.1	7434651	7434722	128.0
OC000136.1	JAILWY010000012.1	11043231	11043302	128.0
OC000136.1	JAILWY010000005.1	9261165	9261236	128.0
OC000136.1	JAILWY010000003.1	8935608	8950397	128.0
OC000136.1	JAILWY010000009.1	13116473	13116555	111.0
OC000136.1	JAILWY010000001.1	1572181	1572210	56.5
OC000136.1	JAILWY010000010.1	8789877	8789904	52.8
OA565812.1	JAILWY010000022.1	2308786	2308814	54.7
OA564868.1	JAILWY010000040.1	69520	69556	58.4
OA564868.1	JAILWY010000027.1	13937216	13937252	58.4
OA564868.1	JAILWY010000026.1	17939275	17939311	58.4
OA564868.1	JAILWY010000017.1	2498002	2498038	58.4
OA564868.1	JAILWY010000002.1	12994972	12995992	58.4
OA564868.1	JAILWY010000020.1	4939195	4939225	52.8
OA564665.1	JAILWY010000002.1	279252	279433	148.0
OA564665.1	JAILWY010000023.1	18489590	18489617	52.8
OA564665.1	JAILWY010000003.1	12198516	12198543	52.8
OA564491.1	JAILWY010000023.1	2341214	2341294	91.6
OA564491.1	JAILWY010000024.1	2275486	2275519	56.5
OA564491.1	JAILWY010000006.1	5963246	5963273	52.8
OA564468.1	JAILWY010000027.1	13933207	13933237	58.4
OA564468.1	JAILWY010000040.1	58320	58349	56.5
OA564468.1	JAILWY010000020.1	6476870	6476899	56.5
OA564468.1	JAILWY010000004.1	6382581	6382622	56.5
OA564468.1	JAILWY010000004.1	11200666	11200693	52.8
OA564468.1	JAILWY010000052.1	61855	61883	54.7
OA564468.1	JAILWY010000022.1	95327	95355	54.7
OA564468.1	JAILWY010000008.1	9838701	9862611	54.7
OA564394.1	JAILWY010000004.1	3689106	3689176	87.9
OA564394.1	JAILWY010000004.1	9330864	9330933	69.4
OA564394.1	JAILWY010000026.1	2214924	2214993	86.1
OA564394.1	JAILWY010000024.1	2885474	2885564	86.1
OA564394.1	JAILWY010000008.1	5112569	5112634	84.2
OA564394.1	JAILWY010000011.1	6664356	6664426	82.4
OA564394.1	JAILWY010000015.1	9911910	9911979	80.5
OA564394.1	JAILWY010000015.1	2415662	2415689	52.8
OA564394.1	JAILWY010000013.1	1449342	1449418	75.0
OA564394.1	JAILWY010000014.1	11369758	11369812	69.4
OA564394.1	JAILWY010000020.1	5491350	5491385	56.5
OA564342.1	JAILWY010000014.1	3958918	3958955	60.2
OA564342.1	JAILWY010000012.1	9891950	9891977	52.8
OA564279.1	JAILWY010000019.1	4374376	4374481	119.0
OB661507.1	JAILWY010000073.1	7352	19986	82.4
OB661507.1	JAILWY010000071.1	7068	19697	82.4
OB661507.1	JAILWY010000071.1	32211	32271	76.8
OB661507.1	JAILWY010000070.1	8743	21369	82.4
OB661507.1	JAILWY010000069.1	4578	17216	82.4
OB661507.1	JAILWY010000065.1	6973	19608	82.4
OB661507.1	JAILWY010000064.1	8138	20771	82.4
OB661507.1	JAILWY010000063.1	3553	28768	82.4
OB661507.1	JAILWY010000059.1	4710	17336	82.4
OB661507.1	JAILWY010000056.1	1233	35370	82.4
OB661507.1	JAILWY010000055.1	6841	19478	82.4
OB661507.1	JAILWY010000051.1	431	29868	82.4
OB661507.1	JAILWY010000048.1	33	54310	82.4
OB661507.1	JAILWY010000047.1	5647	43692	82.4
OB661507.1	JAILWY010000041.1	11188	23826	82.4
OB661507.1	JAILWY010000039.1	3599	16238	82.4
OB661507.1	JAILWY010000038.1	12686	63053	82.4
OB661507.1	JAILWY010000036.1	538	54111	82.4
OB661507.1	JAILWY010000035.1	1046	52393	82.4
OB661507.1	JAILWY010000016.1	63616	63676	82.4
OB661507.1	JAILWY010000008.1	9844159	9856160	82.4
LR899804.1	JAILWY010000018.1	17170257	17170294	54.7
OB660671.1	JAILWY010000027.1	10634324	10634409	126.0
OB660671.1	JAILWY010000027.1	4487575	4487649	122.0
OB660671.1	JAILWY010000025.1	3025570	3025645	124.0
OB660671.1	JAILWY010000003.1	6416594	6416672	124.0
OB660671.1	JAILWY010000009.1	3715229	3715303	122.0
OB660671.1	JAILWY010000018.1	1718044	1718117	121.0
OB660671.1	JAILWY010000014.1	2680630	2680703	121.0
GFAA01000510.1	JAILWY010000004.1	8627388	8627513	106.0
GFAC01004648.1	JAILWY010000004.1	8627336	8627513	97.1
GDHC01002756.1	JAILWY010000004.1	5189365	5190051	377.0
GDHC01005531.1	JAILWY010000004.1	5189365	5190051	377.0
HF586480.1	JAILWY010000006.1	5473514	10362715	58.4
GBHO01038287.1	JAILWY010000004.1	5189365	5190051	372.0
GBHO01038288.1	JAILWY010000004.1	5189365	5190051	372.0
GBHO01038289.1	JAILWY010000004.1	5189365	5190051	372.0
GBHO01038291.1	JAILWY010000004.1	5189365	5190051	372.0
GBBK01003365.1	JAILWY010000004.1	8627388	8627513	106.0
JR036349.1	JAILWY010000015.1	2062354	2062412	82.4
JR036348.1	JAILWY010000015.1	2062354	2062412	82.4
JR036347.1	JAILWY010000015.1	2062354	2062412	82.4
JR036346.1	JAILWY010000015.1	2062354	2062412	82.4
JR036345.1	JAILWY010000015.1	2062354	2062412	82.4
JR036344.1	JAILWY010000015.1	2062354	2062412	82.4
JR036343.1	JAILWY010000015.1	2062354	2062412	82.4
JR036342.1	JAILWY010000015.1	2062354	2062412	82.4
GANO01000983.1	JAILWY010000005.1	9511463	9511641	176.0
GAIX01007718.1	JAILWY010000015.1	2076016	2076119	110.0
FP102340.5	JAILWY010000003.1	3909630	3909713	134.0
FP102340.5	JAILWY010000003.1	3909629	3909713	119.0
FP102340.5	JAILWY010000004.1	7094012	7094091	126.0
FP102340.5	JAILWY010000004.1	7138875	7138945	121.0
FP102340.5	JAILWY010000004.1	7094011	7094091	111.0
FP102340.5	JAILWY010000004.1	7138868	7138946	102.0
FP102340.5	JAILWY010000014.1	12179530	12179607	122.0
FP102340.5	JAILWY010000014.1	12179537	12179608	100.0
FP102340.5	JAILWY010000009.1	13028984	13136706	122.0
FP102340.5	JAILWY010000009.1	13105666	13112682	119.0
FP102340.5	JAILWY010000009.1	13028976	13136706	108.0
FP102340.5	JAILWY010000009.1	13105659	13112683	100.0
FP102340.5	JAILWY010000018.1	10671554	10671623	119.0
FP102340.5	JAILWY010000018.1	10671548	10671623	102.0
FP102340.5	JAILWY010000026.1	9649114	9649192	97.1
FP102340.5	JAILWY010000026.1	9648886	9648963	89.8
IACW01034475.1	JAILWY010000004.1	8627353	8627477	99.0
IACW01034476.1	JAILWY010000004.1	8627353	8627477	99.0
IACW01040733.1	JAILWY010000004.1	8627958	8628214	165.0
IACW01041694.1	JAILWY010000020.1	6429170	6429383	141.0
OE839159.1	JAILWY010000002.1	6177987	6178016	56.5
OE181349.1	JAILWY010000018.1	1666676	1666774	128.0
OE181349.1	JAILWY010000018.1	1688251	1688334	122.0
OE181349.1	JAILWY010000018.1	1654121	1654203	121.0
OE181349.1	JAILWY010000016.1	813464	813548	119.0
OE181349.1	JAILWY010000016.1	8496619	8496712	117.0
OE181349.1	JAILWY010000004.1	11642695	11642773	119.0
OE181349.1	JAILWY010000021.1	3772938	3773019	117.0
OE181349.1	JAILWY010000010.1	1150516	1150597	115.0
OE179128.1	JAILWY010000002.1	1941499	1941585	84.2
OE179127.1	JAILWY010000012.1	2412189	2412429	228.0
OC917339.1	JAILWY010000020.1	531119	531189	87.9
OE180647.1	JAILWY010000016.1	3821579	3821621	63.9
OE180579.1	JAILWY010000014.1	3958918	3958955	60.2
OE842873.1	JAILWY010000005.1	7644552	7644741	191.0
OE840908.1	JAILWY010000019.1	4374376	4374481	124.0
OE840828.1	JAILWY010000010.1	12552678	12552706	54.7
OE840828.1	JAILWY010000015.1	5943667	5943694	52.8
OE840828.1	JAILWY010000009.1	18700406	18700433	52.8
OE840828.1	JAILWY010000006.1	9520917	9520944	52.8
OE840669.1	JAILWY010000001.1	7211407	7211434	52.8
OE840053.1	JAILWY010000012.1	2412189	2412424	230.0
OC854793.1	JAILWY010000008.1	9153542	9153582	54.7
OE842959.1	JAILWY010000018.1	21627290	21627996	684.0
OE842959.1	JAILWY010000018.1	14195530	14195870	340.0
OE842959.1	JAILWY010000014.1	54698	55231	566.0
OE842959.1	JAILWY010000014.1	15496055	15496132	78.7
OE842959.1	JAILWY010000024.1	3640641	3641020	420.0
OE842959.1	JAILWY010000001.1	324709	325006	287.0
OE842959.1	JAILWY010000010.1	958357	958439	126.0
OE842959.1	JAILWY010000010.1	11769555	11769635	111.0
OE842959.1	JAILWY010000006.1	10472758	10472866	119.0
OE842959.1	JAILWY010000023.1	18435135	18435216	108.0
OE842959.1	JAILWY010000009.1	8350663	8350739	104.0
OE841221.1	JAILWY010000018.1	1956470	1956707	291.0
OE839944.1	JAILWY010000009.1	13116473	13116573	143.0
OE839944.1	JAILWY010000016.1	3765450	3765551	132.0
OE839944.1	JAILWY010000016.1	3746105	3746184	119.0
OE839944.1	JAILWY010000016.1	3743007	3751182	115.0
OE839944.1	JAILWY010000016.1	3740956	3752452	113.0
OE839944.1	JAILWY010000016.1	3750682	3750756	111.0
OE839944.1	JAILWY010000016.1	4282023	8707567	106.0
OE839944.1	JAILWY010000016.1	3402508	3764552	102.0
OE839944.1	JAILWY010000003.1	8950316	8950397	108.0
OE839944.1	JAILWY010000003.1	8949785	8949882	104.0
OE839944.1	JAILWY010000003.1	8935608	8935680	102.0
OE839944.1	JAILWY010000023.1	72381	72452	106.0
OE839944.1	JAILWY010000014.1	10701423	10701510	106.0
OE839944.1	JAILWY010000005.1	9261128	9261236	104.0
OE839944.1	JAILWY010000021.1	7434637	7434722	102.0
OE839944.1	JAILWY010000012.1	11043231	11043303	102.0
OE839131.1	JAILWY010000020.1	3888195	3888466	193.0
OE839131.1	JAILWY010000004.1	9386877	9386914	65.8
OE839131.1	JAILWY010000027.1	13937206	13937237	54.7
OE839131.1	JAILWY010000024.1	6100643	6100674	54.7
OE179198.1	JAILWY010000027.1	12749922	12749950	54.7
OD565846.1	JAILWY010000026.1	1472775	1472802	52.8
OD002228.1	JAILWY010000013.1	8649884	16714430	52.8
OD001922.1	JAILWY010000023.1	18433946	18433984	54.7
OD001922.1	JAILWY010000020.1	3819968	3819995	52.8
OE007077.1	JAILWY010000073.1	9459	22080	89.8
OE007077.1	JAILWY010000071.1	9175	34364	89.8
OE007077.1	JAILWY010000070.1	6649	19262	89.8
OE007077.1	JAILWY010000069.1	6685	19310	89.8
OE007077.1	JAILWY010000065.1	4878	17499	89.8
OE007077.1	JAILWY010000064.1	6044	18664	89.8
OE007077.1	JAILWY010000063.1	1459	39242	89.8
OE007077.1	JAILWY010000059.1	2616	15229	89.8
OE007077.1	JAILWY010000056.1	11710	33263	89.8
OE007077.1	JAILWY010000055.1	8948	21572	89.8
OE007077.1	JAILWY010000051.1	2538	31962	89.8
OE007077.1	JAILWY010000048.1	2140	56404	89.8
OE007077.1	JAILWY010000047.1	3553	45786	89.8
OE007077.1	JAILWY010000041.1	9094	21719	89.8
OE007077.1	JAILWY010000039.1	1505	26704	89.8
OE007077.1	JAILWY010000038.1	6060	60945	89.8
OE007077.1	JAILWY010000036.1	2645	52004	89.8
OE007077.1	JAILWY010000035.1	3153	41915	89.8
OE007077.1	JAILWY010000008.1	9834330	9858259	89.8
OD565668.1	JAILWY010000026.1	17034864	17035606	409.0
OD565668.1	JAILWY010000027.1	4152205	4152316	91.6
OD565668.1	JAILWY010000001.1	3350857	3350885	54.7
OD565668.1	JAILWY010000010.1	7279192	7279219	52.8
OC318054.1	JAILWY010000027.1	6233454	6233481	52.8
OC317851.1	JAILWY010000015.1	9911958	9911985	52.8
OC317851.1	JAILWY010000004.1	11921165	11921192	52.8
OC317851.1	JAILWY010000001.1	9203375	9203402	52.8
OC317842.1	JAILWY010000026.1	1850956	1850986	58.4
OC317842.1	JAILWY010000013.1	4430723	4430750	52.8
OC317514.1	JAILWY010000012.1	10217044	10217075	60.2
OC317514.1	JAILWY010000001.1	9138386	9138413	52.8
OC316780.1	JAILWY010000009.1	11999727	11999760	63.9
OC316780.1	JAILWY010000027.1	13937210	13937246	56.5
OC316780.1	JAILWY010000024.1	6100647	6100674	52.8
OC316744.1	JAILWY010000002.1	10003884	10003912	54.7
OC316675.1	JAILWY010000030.1	2110190	2110367	135.0
OC316675.1	JAILWY010000011.1	579660	579687	52.8
OC316603.1	JAILWY010000001.1	7211407	7211434	52.8
OC316578.1	JAILWY010000026.1	17034882	17035606	420.0
OC316578.1	JAILWY010000005.1	73272	73724	200.0
OC316578.1	JAILWY010000005.1	14310375	14310406	54.7
OC316578.1	JAILWY010000027.1	4152205	4152316	91.6
OC316578.1	JAILWY010000028.1	476359	476473	80.5
OC316522.1	JAILWY010000007.1	7344757	12434077	52.8
OB794157.1	JAILWY010000013.1	4430723	4430750	52.8
OB793669.1	JAILWY010000012.1	15101667	15101699	52.8
OB793458.1	JAILWY010000009.1	13116473	13116555	135.0
OB793458.1	JAILWY010000016.1	3740956	3752453	122.0
OB793458.1	JAILWY010000016.1	3751099	3751181	121.0
OB793458.1	JAILWY010000016.1	3765474	3765551	117.0
OB793458.1	JAILWY010000016.1	3743003	3746184	115.0
OB793458.1	JAILWY010000016.1	3750865	3750950	113.0
OB793458.1	JAILWY010000016.1	3742793	3752220	111.0
OB793458.1	JAILWY010000016.1	8707492	8707568	108.0
